MQ135_AirQuality,MQ7_CO_ppm,PM25_ugm3,Sound_dB,Scenario,Alert_Level,DateTime
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:51
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:53
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:53
0.04,2.92,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:54
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:55
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:56
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:57
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:58
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:21:59
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:00
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:01
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:02
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:03
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:04
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:05
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:06
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:07
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:08
0.04,2.69,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:09
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:10
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:10
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:11
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:12
0.04,2.69,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:13
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:14
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:15
0.04,2.92,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:16
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:17
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:18
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:19
0.04,2.95,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:20
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:21
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:21
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:22
0.04,2.98,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:23
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:24
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:25
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:26
0.04,2.98,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:27
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:28
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:29
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:30
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:31
0.04,2.49,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:32
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:33
0.05,2.95,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:33
0.05,2.95,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:34
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:35
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:36
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:37
0.04,2.44,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:38
0.04,2.44,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:39
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:40
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:41
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:42
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:43
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:44
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:45
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:46
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:46
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:47
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:48
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:49
0.04,2.79,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:50
0.04,2.79,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:51
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:52
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:53
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:54
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:55
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:56
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:57
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:57
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:59
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:59
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:00
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:01
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:02
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:03
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:04
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:05
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:06
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:07
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:08
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:08
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:09
0.04,2.95,766.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:10
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:11
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:12
0.04,2.84,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:13
0.04,2.84,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:14
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:15
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:16
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:17
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:18
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:18
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:19
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:20
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:21
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:22
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:23
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:24
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:25
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:26
0.04,2.79,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:27
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:28
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:29
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:30
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:31
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:31
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:32
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:33
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:34
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:35
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:36
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:37
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:38
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:39
0.04,2.8200000000000003,766.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:40
0.04,2.8200000000000003,766.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:41
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:41
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:42
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:43
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:44
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:45
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:46
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:47
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:48
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:49
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:50
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:51
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:51
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:52
0.04,2.95,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:53
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:54
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:55
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:56
0.04,2.95,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:57
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:58
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:59
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:00
0.04,2.79,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:01
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:02
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:03
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:04
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:04
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:05
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:06
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:07
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:08
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:09
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:10
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:11
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:12
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:13
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:13
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:14
0.04,2.92,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:15
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:16
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:17
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:18
0.04,2.9,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:19
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:20
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:21
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:22
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:23
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:23
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:24
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:25
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:26
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:27
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:28
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:29
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:30
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:31
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:32
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:33
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:34
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:34
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:35
0.04,2.98,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:36
0.04,2.98,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:37
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:38
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:39
0.04,2.84,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:40
0.04,2.84,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:41
0.04,2.44,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:42
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:43
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:44
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:44
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:45
0.04,2.84,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:46
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:47
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:48
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:49
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:50
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:51
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:52
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:53
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:54
0.04,2.92,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:55
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:56
0.04,2.64,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:57
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:58
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:59
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:00
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:01
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:02
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:03
0.04,2.54,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:04
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:05
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:06
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:07
0.04,2.66,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:08
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:09
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:10
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:11
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:12
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:13
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:14
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:14
0.04,2.49,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:15
0.04,2.92,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:16
0.04,2.49,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:17
0.04,2.49,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:18
0.04,2.71,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:19
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:20
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:21
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:22
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:23
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:24
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:25
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:25
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:26
0.04,2.98,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:27
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:28
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:29
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:30
0.04,2.74,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:31
0.04,2.56,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:32
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:33
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:34
0.04,2.59,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:35
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:36
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:37
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:38
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:39
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:40
