MQ135_AirQuality,MQ7_CO_ppm,PM25_ugm3,Sound_dB,Scenario,Alert_Level,DateTime
4.13,1.01,18.6,77.8,BOTH_POLLUTED,3,2026-01-04 15:59:24
0.27,1.37,515.3,77.2,BOTH_POLLUTED,3,2026-01-04 15:59:25
0.21,35.09,9.1,86.0,BOTH_POLLUTED,3,2026-01-04 15:59:26
2.78,2.19,17.0,80.7,BOTH_POLLUTED,3,2026-01-04 15:59:27
0.5,2.46,421.9,76.3,BOTH_POLLUTED,3,2026-01-04 15:59:28
0.46,3.9,296.9,89.9,BOTH_POLLUTED,3,2026-01-04 15:59:29
4.18,4.2,18.7,81.3,BOTH_POLLUTED,3,2026-01-04 15:59:30
2.26,2.03,21.8,82.1,BOTH_POLLUTED,3,2026-01-04 15:59:31
0.35,43.0,24.6,85.9,BOTH_POLLUTED,3,2026-01-04 15:59:32
0.39,1.9,204.4,83.7,BOTH_POLLUTED,3,2026-01-04 15:59:33
0.16,59.87,27.9,88.5,BOTH_POLLUTED,3,2026-01-04 15:59:34
4.36,3.18,24.3,91.2,BOTH_POLLUTED,3,2026-01-04 15:59:35
0.02,57.4,4.1,84.6,BOTH_POLLUTED,3,2026-01-04 15:59:36
0.01,1.86,316.9,90.7,BOTH_POLLUTED,3,2026-01-04 15:59:37
0.45,3.06,485.7,89.4,BOTH_POLLUTED,3,2026-01-04 15:59:38
0.37,1.06,757.7,90.2,BOTH_POLLUTED,3,2026-01-04 15:59:39
0.37,2.7,233.4,81.0,BOTH_POLLUTED,3,2026-01-04 15:59:40
0.02,4.54,404.6,75.5,BOTH_POLLUTED,3,2026-01-04 15:59:41
0.03,0.72,853.2,75.2,BOTH_POLLUTED,3,2026-01-04 15:59:42
4.86,4.93,17.5,86.2,BOTH_POLLUTED,3,2026-01-04 15:59:43
3.92,4.85,7.1,83.2,BOTH_POLLUTED,3,2026-01-04 15:59:44
4.63,2.67,20.4,87.9,BOTH_POLLUTED,3,2026-01-04 15:59:45
0.2,24.17,2.0,87.4,BOTH_POLLUTED,3,2026-01-04 15:59:46
2.56,1.5,29.3,79.6,BOTH_POLLUTED,3,2026-01-04 15:59:47
0.11,2.21,262.4,92.2,BOTH_POLLUTED,3,2026-01-04 15:59:48
0.05,1.76,267.8,81.1,BOTH_POLLUTED,3,2026-01-04 15:59:49
0.06,2.19,514.4,84.6,BOTH_POLLUTED,3,2026-01-04 15:59:50
4.66,2.23,3.4,91.6,BOTH_POLLUTED,3,2026-01-04 15:59:51
0.33,2.15,584.4,79.4,BOTH_POLLUTED,3,2026-01-04 15:59:52
0.31,25.35,29.2,92.5,BOTH_POLLUTED,3,2026-01-04 15:59:53
3.94,3.5,25.1,83.9,BOTH_POLLUTED,3,2026-01-04 15:59:54
0.21,2.09,886.0,92.0,BOTH_POLLUTED,3,2026-01-04 15:59:55
2.59,2.37,17.4,92.5,BOTH_POLLUTED,3,2026-01-04 15:59:56
3.31,2.24,9.1,94.5,BOTH_POLLUTED,3,2026-01-04 15:59:57
0.32,2.66,746.6,85.2,BOTH_POLLUTED,3,2026-01-04 15:59:58
0.45,0.98,288.6,78.2,BOTH_POLLUTED,3,2026-01-04 15:59:59
0.12,47.53,16.4,88.3,BOTH_POLLUTED,3,2026-01-04 16:00:00
0.17,3.88,462.6,77.2,BOTH_POLLUTED,3,2026-01-04 16:00:01
0.47,2.18,652.1,94.9,BOTH_POLLUTED,3,2026-01-04 16:00:02
0.07,4.89,521.8,78.2,BOTH_POLLUTED,3,2026-01-04 16:00:03
0.49,2.74,435.7,88.7,BOTH_POLLUTED,3,2026-01-04 16:00:04
0.27,3.01,723.0,79.9,BOTH_POLLUTED,3,2026-01-04 16:00:05
0.21,1.17,426.9,87.6,BOTH_POLLUTED,3,2026-01-04 16:00:06
4.99,2.64,22.5,83.0,BOTH_POLLUTED,3,2026-01-04 16:00:07
0.32,2.89,318.4,77.7,BOTH_POLLUTED,3,2026-01-04 16:00:08
0.28,45.7,8.1,83.5,BOTH_POLLUTED,3,2026-01-04 16:00:09
0.33,2.62,758.9,84.6,BOTH_POLLUTED,3,2026-01-04 16:00:10
2.23,3.79,7.6,90.2,BOTH_POLLUTED,3,2026-01-04 16:00:11
3.47,2.49,1.6,78.8,BOTH_POLLUTED,3,2026-01-04 16:00:12
3.72,2.26,7.1,94.7,BOTH_POLLUTED,3,2026-01-04 16:00:13
0.3,54.85,0.4,91.2,BOTH_POLLUTED,3,2026-01-04 16:00:14
0.08,31.86,22.7,77.2,BOTH_POLLUTED,3,2026-01-04 16:00:15
2.56,3.24,4.9,89.4,BOTH_POLLUTED,3,2026-01-04 16:00:16
0.27,3.78,854.6,83.1,BOTH_POLLUTED,3,2026-01-04 16:00:17
4.49,3.91,23.5,81.8,BOTH_POLLUTED,3,2026-01-04 16:00:18
0.28,36.33,12.2,87.7,BOTH_POLLUTED,3,2026-01-04 16:00:19
4.57,1.96,12.8,80.7,BOTH_POLLUTED,3,2026-01-04 16:00:20
0.13,45.99,9.4,94.0,BOTH_POLLUTED,3,2026-01-04 16:00:21
0.46,25.35,3.7,80.1,BOTH_POLLUTED,3,2026-01-04 16:00:22
0.17,1.2,806.4,75.2,BOTH_POLLUTED,3,2026-01-04 16:00:23
2.94,1.11,6.0,76.0,BOTH_POLLUTED,3,2026-01-04 16:00:24
0.06,2.6,833.2,82.4,BOTH_POLLUTED,3,2026-01-04 16:00:25
0.48,1.42,460.1,90.3,BOTH_POLLUTED,3,2026-01-04 16:00:26
0.12,50.88,7.0,83.7,BOTH_POLLUTED,3,2026-01-04 16:00:27
0.48,2.01,285.4,79.4,BOTH_POLLUTED,3,2026-01-04 16:00:28
2.74,1.12,20.8,94.0,BOTH_POLLUTED,3,2026-01-04 16:00:29
0.23,4.14,653.5,77.2,BOTH_POLLUTED,3,2026-01-04 16:00:30
0.44,37.16,11.6,85.2,BOTH_POLLUTED,3,2026-01-04 16:00:31
0.27,38.49,24.8,85.6,BOTH_POLLUTED,3,2026-01-04 16:00:32
0.04,2.81,671.2,88.1,BOTH_POLLUTED,3,2026-01-04 16:00:33
0.23,2.3,814.8,75.3,BOTH_POLLUTED,3,2026-01-04 16:00:34
0.16,48.2,29.4,83.2,BOTH_POLLUTED,3,2026-01-04 16:00:35
0.45,16.58,12.8,91.1,BOTH_POLLUTED,3,2026-01-04 16:00:36
0.13,2.06,647.2,88.4,BOTH_POLLUTED,3,2026-01-04 16:00:37
0.37,2.41,515.9,84.0,BOTH_POLLUTED,3,2026-01-04 16:00:38
0.18,23.44,19.5,94.0,BOTH_POLLUTED,3,2026-01-04 16:00:39
0.24,15.93,24.3,95.0,BOTH_POLLUTED,3,2026-01-04 16:00:40
0.25,54.93,10.4,91.7,BOTH_POLLUTED,3,2026-01-04 16:00:41
0.05,47.16,13.3,79.5,BOTH_POLLUTED,3,2026-01-04 16:00:42
0.5,24.92,11.3,83.6,BOTH_POLLUTED,3,2026-01-04 16:00:43
2.35,4.68,17.5,87.4,BOTH_POLLUTED,3,2026-01-04 16:00:44
0.28,2.01,884.2,77.5,BOTH_POLLUTED,3,2026-01-04 16:00:45
0.26,1.79,414.0,89.5,BOTH_POLLUTED,3,2026-01-04 16:00:46
0.33,1.55,274.9,93.6,BOTH_POLLUTED,3,2026-01-04 16:00:47
0.2,17.8,26.7,94.4,BOTH_POLLUTED,3,2026-01-04 16:00:48
0.47,33.14,23.6,93.4,BOTH_POLLUTED,3,2026-01-04 16:00:49
0.34,4.37,299.9,78.3,BOTH_POLLUTED,3,2026-01-04 16:00:50
0.35,35.23,13.1,83.8,BOTH_POLLUTED,3,2026-01-04 16:00:51
3.37,2.02,23.0,82.4,BOTH_POLLUTED,3,2026-01-04 16:00:52
3.72,0.69,11.0,76.8,BOTH_POLLUTED,3,2026-01-04 16:00:53
4.98,4.67,26.6,87.4,BOTH_POLLUTED,3,2026-01-04 16:00:54
0.18,17.53,1.0,77.2,BOTH_POLLUTED,3,2026-01-04 16:00:55
3.6,0.54,3.4,92.0,BOTH_POLLUTED,3,2026-01-04 16:00:56
0.15,2.98,897.7,93.2,BOTH_POLLUTED,3,2026-01-04 16:00:57
0.44,0.9,799.1,88.3,BOTH_POLLUTED,3,2026-01-04 16:00:58
0.31,4.23,167.1,90.1,BOTH_POLLUTED,3,2026-01-04 16:00:59
0.14,1.07,336.2,90.5,BOTH_POLLUTED,3,2026-01-04 16:01:00
0.5,2.47,766.2,86.3,BOTH_POLLUTED,3,2026-01-04 16:01:01
0.15,2.77,159.5,89.8,BOTH_POLLUTED,3,2026-01-04 16:01:02
0.24,21.49,3.5,85.0,BOTH_POLLUTED,3,2026-01-04 16:01:03
0.41,2.63,180.5,91.2,BOTH_POLLUTED,3,2026-01-04 16:01:04
0.28,1.66,234.5,94.5,BOTH_POLLUTED,3,2026-01-04 16:01:05
0.13,57.92,23.9,79.1,BOTH_POLLUTED,3,2026-01-04 16:01:06
3.68,0.63,23.4,88.5,BOTH_POLLUTED,3,2026-01-04 16:01:07
0.12,57.78,19.0,85.9,BOTH_POLLUTED,3,2026-01-04 16:01:08
0.25,1.7,239.4,77.1,BOTH_POLLUTED,3,2026-01-04 16:01:09
0.16,2.01,746.7,75.9,BOTH_POLLUTED,3,2026-01-04 16:01:10
3.8,2.42,12.4,80.4,BOTH_POLLUTED,3,2026-01-04 16:01:11
0.02,3.94,784.9,85.9,BOTH_POLLUTED,3,2026-01-04 16:01:12
4.37,0.74,3.3,82.5,BOTH_POLLUTED,3,2026-01-04 16:01:13
4.04,4.99,5.7,91.9,BOTH_POLLUTED,3,2026-01-04 16:01:14
0.27,54.38,16.2,91.7,BOTH_POLLUTED,3,2026-01-04 16:01:15
0.2,22.86,23.0,85.4,BOTH_POLLUTED,3,2026-01-04 16:01:16
0.19,4.38,888.8,90.9,BOTH_POLLUTED,3,2026-01-04 16:01:17
2.88,1.95,1.5,93.8,BOTH_POLLUTED,3,2026-01-04 16:01:18
0.41,15.51,29.1,91.5,BOTH_POLLUTED,3,2026-01-04 16:01:19
0.2,39.32,0.3,87.7,BOTH_POLLUTED,3,2026-01-04 16:01:20
2.97,2.7,1.8,78.3,BOTH_POLLUTED,3,2026-01-04 16:01:21
0.28,52.95,20.8,87.5,BOTH_POLLUTED,3,2026-01-04 16:01:22
2.92,2.37,1.9,78.0,BOTH_POLLUTED,3,2026-01-04 16:01:23
0.31,0.96,477.9,90.4,BOTH_POLLUTED,3,2026-01-04 16:01:24
0.02,25.61,14.2,86.1,BOTH_POLLUTED,3,2026-01-04 16:01:25
0.03,40.96,26.3,93.2,BOTH_POLLUTED,3,2026-01-04 16:01:26
3.03,4.11,3.6,91.3,BOTH_POLLUTED,3,2026-01-04 16:01:27
3.71,1.96,12.1,80.6,BOTH_POLLUTED,3,2026-01-04 16:01:28
0.27,4.66,724.5,90.1,BOTH_POLLUTED,3,2026-01-04 16:01:29
4.61,2.98,18.4,79.7,BOTH_POLLUTED,3,2026-01-04 16:01:30
2.71,4.24,3.6,77.9,BOTH_POLLUTED,3,2026-01-04 16:01:31
0.48,2.67,154.4,84.2,BOTH_POLLUTED,3,2026-01-04 16:01:32
0.2,2.56,392.0,76.4,BOTH_POLLUTED,3,2026-01-04 16:01:33
4.36,4.55,18.3,81.9,BOTH_POLLUTED,3,2026-01-04 16:01:34
0.06,34.14,1.2,76.1,BOTH_POLLUTED,3,2026-01-04 16:01:35
0.33,3.95,191.5,79.2,BOTH_POLLUTED,3,2026-01-04 16:01:36
4.46,1.01,23.9,92.4,BOTH_POLLUTED,3,2026-01-04 16:01:37
0.03,2.31,491.2,86.8,BOTH_POLLUTED,3,2026-01-04 16:01:38
0.24,19.71,21.8,77.4,BOTH_POLLUTED,3,2026-01-04 16:01:39
3.34,2.32,11.8,79.7,BOTH_POLLUTED,3,2026-01-04 16:01:40
0.4,2.02,872.8,78.9,BOTH_POLLUTED,3,2026-01-04 16:01:41
0.39,1.57,519.9,77.3,BOTH_POLLUTED,3,2026-01-04 16:01:42
2.02,1.84,28.4,91.5,BOTH_POLLUTED,3,2026-01-04 16:01:43
0.09,30.19,4.4,83.8,BOTH_POLLUTED,3,2026-01-04 16:01:44
0.33,4.24,199.0,83.7,BOTH_POLLUTED,3,2026-01-04 16:01:45
4.04,2.78,0.9,81.3,BOTH_POLLUTED,3,2026-01-04 16:01:46
0.27,4.51,228.0,84.0,BOTH_POLLUTED,3,2026-01-04 16:01:47
0.28,3.57,642.3,87.4,BOTH_POLLUTED,3,2026-01-04 16:01:48
0.4,58.82,29.1,84.0,BOTH_POLLUTED,3,2026-01-04 16:01:49
0.26,38.74,18.1,80.5,BOTH_POLLUTED,3,2026-01-04 16:01:50
3.65,0.61,3.2,93.5,BOTH_POLLUTED,3,2026-01-04 16:01:51
2.67,1.77,0.3,84.2,BOTH_POLLUTED,3,2026-01-04 16:01:52
0.42,32.52,21.1,87.7,BOTH_POLLUTED,3,2026-01-04 16:01:53
4.35,2.34,9.4,82.6,BOTH_POLLUTED,3,2026-01-04 16:01:54
0.21,2.86,731.7,82.8,BOTH_POLLUTED,3,2026-01-04 16:01:55
0.21,17.02,16.6,94.0,BOTH_POLLUTED,3,2026-01-04 16:01:56
0.3,4.45,663.4,76.5,BOTH_POLLUTED,3,2026-01-04 16:01:57
2.11,1.38,12.2,92.1,BOTH_POLLUTED,3,2026-01-04 16:01:58
0.35,18.49,19.2,83.8,BOTH_POLLUTED,3,2026-01-04 16:01:59
3.58,3.65,5.8,80.7,BOTH_POLLUTED,3,2026-01-04 16:02:00
0.08,36.55,10.3,81.8,BOTH_POLLUTED,3,2026-01-04 16:02:01
0.04,47.45,5.2,88.7,BOTH_POLLUTED,3,2026-01-04 16:02:02
0.27,28.47,11.4,93.8,BOTH_POLLUTED,3,2026-01-04 16:02:03
0.5,40.15,24.0,84.2,BOTH_POLLUTED,3,2026-01-04 16:02:04
4.61,2.88,10.6,80.3,BOTH_POLLUTED,3,2026-01-04 16:02:05
0.13,17.61,18.8,84.9,BOTH_POLLUTED,3,2026-01-04 16:02:06
0.24,39.59,7.1,85.4,BOTH_POLLUTED,3,2026-01-04 16:02:07
3.04,1.05,19.8,75.1,BOTH_POLLUTED,3,2026-01-04 16:02:08
0.31,2.81,430.9,85.5,BOTH_POLLUTED,3,2026-01-04 16:02:09
0.38,57.3,23.7,85.5,BOTH_POLLUTED,3,2026-01-04 16:02:10
0.49,51.64,4.6,82.4,BOTH_POLLUTED,3,2026-01-04 16:02:11
0.34,0.51,260.5,89.4,BOTH_POLLUTED,3,2026-01-04 16:02:12
0.45,3.69,483.5,89.0,BOTH_POLLUTED,3,2026-01-04 16:02:13
4.51,4.78,1.7,79.3,BOTH_POLLUTED,3,2026-01-04 16:02:14
0.08,2.73,627.1,81.3,BOTH_POLLUTED,3,2026-01-04 16:02:15
2.91,1.51,3.2,78.6,BOTH_POLLUTED,3,2026-01-04 16:02:16
0.21,24.5,18.3,81.6,BOTH_POLLUTED,3,2026-01-04 16:02:17
0.12,37.7,24.1,90.0,BOTH_POLLUTED,3,2026-01-04 16:02:18
2.56,0.74,2.9,85.3,BOTH_POLLUTED,3,2026-01-04 16:02:19
0.48,15.17,27.6,93.0,BOTH_POLLUTED,3,2026-01-04 16:02:20
3.83,4.84,27.6,81.9,BOTH_POLLUTED,3,2026-01-04 16:02:21
0.03,52.55,7.0,83.8,BOTH_POLLUTED,3,2026-01-04 16:02:22
0.23,2.89,816.8,76.3,BOTH_POLLUTED,3,2026-01-04 16:02:23
3.86,1.99,1.8,78.7,BOTH_POLLUTED,3,2026-01-04 16:02:24
0.26,4.17,523.8,82.7,BOTH_POLLUTED,3,2026-01-04 16:02:25
0.14,3.07,382.6,78.7,BOTH_POLLUTED,3,2026-01-04 16:02:26
0.22,2.63,759.1,76.6,BOTH_POLLUTED,3,2026-01-04 16:02:27
0.07,1.57,170.2,89.8,BOTH_POLLUTED,3,2026-01-04 16:02:28
0.44,1.17,892.8,81.0,BOTH_POLLUTED,3,2026-01-04 16:02:29
0.32,1.86,707.4,81.9,BOTH_POLLUTED,3,2026-01-04 16:02:30
4.93,0.95,28.3,94.5,BOTH_POLLUTED,3,2026-01-04 16:02:31
0.36,35.95,3.4,80.9,BOTH_POLLUTED,3,2026-01-04 16:02:32
2.42,3.2,10.4,85.7,BOTH_POLLUTED,3,2026-01-04 16:02:33
0.07,3.47,178.6,78.0,BOTH_POLLUTED,3,2026-01-04 16:02:34
0.03,2.68,483.9,79.1,BOTH_POLLUTED,3,2026-01-04 16:02:35
0.36,2.25,502.1,91.0,BOTH_POLLUTED,3,2026-01-04 16:02:36
2.7,0.83,20.2,85.8,BOTH_POLLUTED,3,2026-01-04 16:02:37
0.4,42.98,25.1,83.7,BOTH_POLLUTED,3,2026-01-04 16:02:38
0.44,2.64,295.2,84.1,BOTH_POLLUTED,3,2026-01-04 16:02:39
0.39,50.34,9.3,92.2,BOTH_POLLUTED,3,2026-01-04 16:02:40
4.57,4.54,12.0,91.7,BOTH_POLLUTED,3,2026-01-04 16:02:41
0.2,20.88,14.6,80.0,BOTH_POLLUTED,3,2026-01-04 16:02:42
0.43,16.71,5.7,85.1,BOTH_POLLUTED,3,2026-01-04 16:02:43
0.39,3.07,348.4,94.0,BOTH_POLLUTED,3,2026-01-04 16:02:44
0.33,41.72,15.2,87.6,BOTH_POLLUTED,3,2026-01-04 16:02:45
0.16,51.44,29.6,90.6,BOTH_POLLUTED,3,2026-01-04 16:02:46
0.33,2.21,755.2,90.8,BOTH_POLLUTED,3,2026-01-04 16:02:47
0.07,0.95,312.2,84.7,BOTH_POLLUTED,3,2026-01-04 16:02:48
2.44,3.89,6.8,80.3,BOTH_POLLUTED,3,2026-01-04 16:02:49
0.04,3.53,708.5,94.5,BOTH_POLLUTED,3,2026-01-04 16:02:50
0.35,25.08,18.6,75.4,BOTH_POLLUTED,3,2026-01-04 16:02:51
0.37,4.35,669.1,92.7,BOTH_POLLUTED,3,2026-01-04 16:02:52
4.32,3.37,26.9,76.2,BOTH_POLLUTED,3,2026-01-04 16:02:53
0.17,50.33,9.0,89.6,BOTH_POLLUTED,3,2026-01-04 16:02:54
2.22,3.79,26.1,86.2,BOTH_POLLUTED,3,2026-01-04 16:02:55
0.06,2.84,676.5,81.1,BOTH_POLLUTED,3,2026-01-04 16:02:56
0.42,3.65,688.1,83.3,BOTH_POLLUTED,3,2026-01-04 16:02:57
0.22,0.9,254.4,79.4,BOTH_POLLUTED,3,2026-01-04 16:02:58
0.22,3.17,863.7,88.9,BOTH_POLLUTED,3,2026-01-04 16:02:59
3.12,4.81,19.3,86.8,BOTH_POLLUTED,3,2026-01-04 16:03:00
0.08,2.1,623.7,80.4,BOTH_POLLUTED,3,2026-01-04 16:03:01
0.1,40.64,24.3,87.6,BOTH_POLLUTED,3,2026-01-04 16:03:02
0.5,50.31,2.4,79.5,BOTH_POLLUTED,3,2026-01-04 16:03:03
0.05,1.36,435.3,81.9,BOTH_POLLUTED,3,2026-01-04 16:03:04
0.4,50.06,25.6,77.6,BOTH_POLLUTED,3,2026-01-04 16:03:05
0.21,25.86,10.7,88.9,BOTH_POLLUTED,3,2026-01-04 16:03:06
0.16,3.14,540.4,78.6,BOTH_POLLUTED,3,2026-01-04 16:03:07
0.11,3.01,899.0,78.2,BOTH_POLLUTED,3,2026-01-04 16:03:08
4.17,1.74,1.1,88.6,BOTH_POLLUTED,3,2026-01-04 16:03:09
0.17,50.8,21.4,83.4,BOTH_POLLUTED,3,2026-01-04 16:03:10
3.17,2.39,4.7,86.5,BOTH_POLLUTED,3,2026-01-04 16:03:11
4.46,3.42,27.1,77.5,BOTH_POLLUTED,3,2026-01-04 16:03:12
2.31,2.26,25.4,90.9,BOTH_POLLUTED,3,2026-01-04 16:03:13
0.3,15.13,4.8,78.8,BOTH_POLLUTED,3,2026-01-04 16:03:14
0.23,2.78,221.6,87.7,BOTH_POLLUTED,3,2026-01-04 16:03:15
2.77,2.62,9.4,95.0,BOTH_POLLUTED,3,2026-01-04 16:03:16
0.08,3.32,327.7,91.9,BOTH_POLLUTED,3,2026-01-04 16:03:17
4.17,3.8,28.0,92.8,BOTH_POLLUTED,3,2026-01-04 16:03:18
0.43,28.27,9.9,94.6,BOTH_POLLUTED,3,2026-01-04 16:03:19
0.05,49.19,11.2,90.5,BOTH_POLLUTED,3,2026-01-04 16:03:20
0.28,1.13,467.6,93.4,BOTH_POLLUTED,3,2026-01-04 16:03:21
4.85,3.22,28.8,88.9,BOTH_POLLUTED,3,2026-01-04 16:03:22
3.82,4.95,6.7,77.4,BOTH_POLLUTED,3,2026-01-04 16:03:23
4.45,4.95,10.7,75.1,BOTH_POLLUTED,3,2026-01-04 16:03:24
0.24,47.1,28.5,86.4,BOTH_POLLUTED,3,2026-01-04 16:03:25
0.42,2.15,435.4,90.5,BOTH_POLLUTED,3,2026-01-04 16:03:26
0.19,59.31,13.2,76.9,BOTH_POLLUTED,3,2026-01-04 16:03:27
0.48,31.75,26.4,75.1,BOTH_POLLUTED,3,2026-01-04 16:03:28
4.82,3.94,29.7,93.0,BOTH_POLLUTED,3,2026-01-04 16:03:29
4.1,2.21,27.9,79.4,BOTH_POLLUTED,3,2026-01-04 16:03:30
0.3,2.05,200.4,84.1,BOTH_POLLUTED,3,2026-01-04 16:03:31
3.34,4.58,15.0,85.7,BOTH_POLLUTED,3,2026-01-04 16:03:32
3.89,3.59,21.5,82.6,BOTH_POLLUTED,3,2026-01-04 16:03:33
0.17,47.02,4.4,91.1,BOTH_POLLUTED,3,2026-01-04 16:03:34
0.28,45.65,4.8,78.6,BOTH_POLLUTED,3,2026-01-04 16:03:35
0.27,3.23,698.3,77.6,BOTH_POLLUTED,3,2026-01-04 16:03:36
0.08,2.15,596.0,93.0,BOTH_POLLUTED,3,2026-01-04 16:03:37
0.03,1.64,547.3,87.2,BOTH_POLLUTED,3,2026-01-04 16:03:38
0.18,56.02,12.6,89.0,BOTH_POLLUTED,3,2026-01-04 16:03:39
0.48,4.55,467.7,81.2,BOTH_POLLUTED,3,2026-01-04 16:03:40
0.23,4.21,735.3,89.1,BOTH_POLLUTED,3,2026-01-04 16:03:41
3.84,1.88,12.4,80.5,BOTH_POLLUTED,3,2026-01-04 16:03:42
0.49,3.76,721.6,94.7,BOTH_POLLUTED,3,2026-01-04 16:03:43
0.23,58.74,24.3,85.9,BOTH_POLLUTED,3,2026-01-04 16:03:44
0.13,2.88,363.9,78.3,BOTH_POLLUTED,3,2026-01-04 16:03:45
4.78,1.97,4.9,77.2,BOTH_POLLUTED,3,2026-01-04 16:03:46
0.24,21.07,26.6,80.8,BOTH_POLLUTED,3,2026-01-04 16:03:47
4.17,1.45,2.9,86.7,BOTH_POLLUTED,3,2026-01-04 16:03:48
0.39,2.96,735.8,85.2,BOTH_POLLUTED,3,2026-01-04 16:03:49
0.08,49.19,25.5,92.0,BOTH_POLLUTED,3,2026-01-04 16:03:50
0.04,3.57,223.2,80.6,BOTH_POLLUTED,3,2026-01-04 16:03:51
0.03,4.8,159.2,93.6,BOTH_POLLUTED,3,2026-01-04 16:03:52
0.44,24.99,17.7,93.3,BOTH_POLLUTED,3,2026-01-04 16:03:53
0.49,3.79,245.0,88.7,BOTH_POLLUTED,3,2026-01-04 16:03:54
0.27,56.5,14.0,77.9,BOTH_POLLUTED,3,2026-01-04 16:03:55
0.22,17.95,27.6,92.0,BOTH_POLLUTED,3,2026-01-04 16:03:56
0.31,17.79,8.2,94.3,BOTH_POLLUTED,3,2026-01-04 16:03:57
4.88,4.98,12.1,87.9,BOTH_POLLUTED,3,2026-01-04 16:03:58
2.35,0.75,10.4,82.6,BOTH_POLLUTED,3,2026-01-04 16:03:59
4.35,2.11,13.6,83.9,BOTH_POLLUTED,3,2026-01-04 16:04:00
0.35,1.23,317.9,86.0,BOTH_POLLUTED,3,2026-01-04 16:04:01
0.45,4.69,581.5,89.4,BOTH_POLLUTED,3,2026-01-04 16:04:02
0.4,1.44,754.2,92.7,BOTH_POLLUTED,3,2026-01-04 16:04:03
0.25,27.76,25.8,80.8,BOTH_POLLUTED,3,2026-01-04 16:04:04
0.04,44.11,16.4,84.1,BOTH_POLLUTED,3,2026-01-04 16:04:05
0.25,4.53,681.3,79.0,BOTH_POLLUTED,3,2026-01-04 16:04:06
0.13,56.79,28.4,77.4,BOTH_POLLUTED,3,2026-01-04 16:04:07
0.44,0.94,818.1,80.9,BOTH_POLLUTED,3,2026-01-04 16:04:08
0.21,18.47,11.8,91.4,BOTH_POLLUTED,3,2026-01-04 16:04:09
4.45,2.95,5.3,81.4,BOTH_POLLUTED,3,2026-01-04 16:04:10
0.17,0.54,539.1,87.8,BOTH_POLLUTED,3,2026-01-04 16:04:11
0.24,0.98,362.3,93.6,BOTH_POLLUTED,3,2026-01-04 16:04:12
