MQ135_AirQuality,MQ7_CO_ppm,PM25_ugm3,Sound_dB,Scenario,Alert_Level,DateTime
0.04,2.96,1.7,30.0,VERY_CLEAN,0,2026-01-04 23:14:43
0.06,2.5,1.7,38.8,VERY_CLEAN,0,2026-01-04 23:26:58
0.43,4.93,151.7,76.2,BOTH_POLLUTED,3,2026-01-04 16:37:35
0.32,4.41,26.7,46.7,SAFE,0,2026-01-04 22:56:11
3.67,3.32,10.7,93.7,BOTH_POLLUTED,3,2026-01-04 16:07:34
0.33,50.43,11.2,84.6,BOTH_POLLUTED,3,2026-01-04 22:42:16
0.2,3.28,638.1,81.9,BOTH_POLLUTED,3,2026-01-04 16:29:56
0.06,3.26,8.4,75.3,NOISE_POLLUTED,2,2026-01-04 22:47:46
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:26:04
0.38,7.46,33.1,67.9,SAFE,0,2026-01-04 22:58:04
0.24,37.3,7.8,89.2,BOTH_POLLUTED,3,2026-01-04 16:12:31
0.05,2.17,13.1,89.3,NOISE_POLLUTED,2,2026-01-04 22:39:14
0.33,7.94,28.7,53.1,SAFE,0,2026-01-04 23:10:47
0.39,5.69,12.4,64.5,SAFE,0,2026-01-04 22:40:28
2.42,3.2,10.4,85.7,BOTH_POLLUTED,3,2026-01-04 16:02:33
0.05,2.89,1.9,35.5,VERY_CLEAN,0,2026-01-04 22:45:13
0.39,8.21,28.1,58.3,SAFE,0,2026-01-04 23:03:58
4.66,4.89,9.8,83.1,BOTH_POLLUTED,3,2026-01-04 16:39:22
0.35,4.39,33.5,55.0,SAFE,0,2026-01-04 23:13:29
3.07,1.84,24.0,93.6,BOTH_POLLUTED,3,2026-01-04 16:27:15
0.24,48.79,4.4,75.4,BOTH_POLLUTED,3,2026-01-04 16:42:14
0.06,2.33,22.6,90.2,NOISE_POLLUTED,2,2026-01-04 22:52:58
0.29,4.21,838.6,83.0,BOTH_POLLUTED,3,2026-01-04 22:33:15
0.26,6.7,30.0,53.3,SAFE,0,2026-01-04 23:13:54
0.3,6.97,13.9,58.7,SAFE,0,2026-01-04 22:58:50
3.35,2.8,9.2,88.7,BOTH_POLLUTED,3,2026-01-04 22:47:09
0.04,2.73,1.5,38.3,VERY_CLEAN,0,2026-01-04 22:58:32
0.06,3.5,1.9,38.3,VERY_CLEAN,0,2026-01-04 23:08:58
0.06,2.5,29.3,87.1,NOISE_POLLUTED,2,2026-01-04 22:53:24
0.16,7.67,32.5,46.7,SAFE,0,2026-01-04 23:26:12
0.03,2.41,0.4,35.6,VERY_CLEAN,0,2026-01-04 22:41:35
0.25,8.46,29.7,57.8,SAFE,0,2026-01-04 23:10:54
0.33,1.9,453.3,80.6,BOTH_POLLUTED,3,2026-01-04 22:31:22
0.36,2.42,337.0,90.8,BOTH_POLLUTED,3,2026-01-04 16:38:51
0.05,3.88,1.5,35.0,VERY_CLEAN,0,2026-01-04 23:42:40
0.02,40.83,16.1,85.2,BOTH_POLLUTED,3,2026-01-04 16:44:32
0.14,0.77,312.9,78.9,BOTH_POLLUTED,3,2026-01-04 16:23:59
0.02,2.46,13.9,85.5,NOISE_POLLUTED,2,2026-01-04 22:54:38
0.07,3.74,1.3,37.5,VERY_CLEAN,0,2026-01-04 22:56:32
4.44,1.56,11.1,81.9,BOTH_POLLUTED,3,2026-01-04 22:47:41
0.21,5.47,20.6,50.9,SAFE,0,2026-01-04 23:00:39
0.06,54.61,17.8,90.5,BOTH_POLLUTED,3,2026-01-04 22:34:24
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:27:58
2.7,4.46,1.3,78.4,BOTH_POLLUTED,3,2026-01-04 22:31:43
0.25,5.6,27.5,49.5,SAFE,0,2026-01-04 22:44:33
0.26,4.97,16.0,66.2,SAFE,0,2026-01-04 22:47:29
0.07,3.01,19.0,89.1,NOISE_POLLUTED,2,2026-01-04 22:46:02
0.07,2.09,1.3,38.7,VERY_CLEAN,0,2026-01-04 23:15:49
0.38,8.31,32.0,55.0,SAFE,0,2026-01-04 23:00:54
0.07,2.45,0.7,38.3,VERY_CLEAN,0,2026-01-04 23:17:19
0.05,2.77,1.5,34.2,VERY_CLEAN,0,2026-01-04 22:58:35
0.08,2.95,6.1,82.1,NOISE_POLLUTED,2,2026-01-04 22:53:56
0.15,7.04,10.7,66.7,SAFE,0,2026-01-04 22:59:19
0.06,2.46,1.6,35.9,VERY_CLEAN,0,2026-01-04 23:15:17
0.08,3.12,0.9,34.7,VERY_CLEAN,0,2026-01-04 23:37:47
0.07,3.35,0.7,31.7,VERY_CLEAN,0,2026-01-04 23:02:09
0.43,24.49,12.3,79.3,BOTH_POLLUTED,3,2026-01-04 16:32:21
0.19,5.29,26.6,67.3,SAFE,0,2026-01-04 23:22:14
0.09,3.73,0.5,36.4,VERY_CLEAN,0,2026-01-04 23:40:00
0.05,3.9,1.1,35.6,VERY_CLEAN,0,2026-01-04 22:45:02
0.21,7.77,26.8,51.2,SAFE,0,2026-01-04 23:17:55
0.42,56.42,23.8,76.1,BOTH_POLLUTED,3,2026-01-04 16:24:45
2.03,1.18,29.4,76.5,BOTH_POLLUTED,3,2026-01-04 16:48:08
0.5,7.9,27.0,60.7,SAFE,0,2026-01-04 22:40:13
0.04,2.98,768.0,38.0,AIR_POLLUTED,0,2026-01-04 15:34:01
0.02,0.66,443.2,86.6,BOTH_POLLUTED,3,2026-01-04 22:41:06
0.07,2.62,0.7,33.8,VERY_CLEAN,0,2026-01-04 23:25:41
0.42,5.2,20.0,48.5,SAFE,0,2026-01-04 22:52:44
0.16,2.28,694.2,87.2,BOTH_POLLUTED,3,2026-01-04 22:46:41
0.37,7.67,13.0,65.2,SAFE,0,2026-01-04 23:14:00
0.05,3.68,1.1,36.0,VERY_CLEAN,0,2026-01-04 23:11:27
0.04,3.41,0.7,39.3,VERY_CLEAN,0,2026-01-04 23:23:03
0.19,4.36,10.8,66.3,SAFE,0,2026-01-04 23:17:20
0.08,2.98,0.8,32.3,VERY_CLEAN,0,2026-01-04 23:43:14
0.4,4.23,24.4,56.5,SAFE,0,2026-01-04 23:06:31
2.94,0.67,4.7,93.6,BOTH_POLLUTED,3,2026-01-04 16:07:33
0.03,3.59,482.7,89.7,BOTH_POLLUTED,3,2026-01-04 16:34:04
0.29,3.98,379.5,75.4,BOTH_POLLUTED,3,2026-01-04 16:15:17
0.05,3.23,25.2,77.1,NOISE_POLLUTED,2,2026-01-04 22:43:22
0.41,4.87,23.6,59.7,SAFE,0,2026-01-04 22:41:46
0.18,4.94,24.8,54.6,SAFE,0,2026-01-04 22:48:55
0.07,15.2,14.0,86.3,BOTH_POLLUTED,3,2026-01-04 23:01:26
0.03,2.47,0.7,30.9,VERY_CLEAN,0,2026-01-04 22:41:55
0.02,3.99,0.8,30.4,VERY_CLEAN,0,2026-01-04 23:38:37
0.07,2.74,24.2,78.0,NOISE_POLLUTED,2,2026-01-04 22:55:57
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:23:15
0.04,2.11,0.8,37.8,VERY_CLEAN,0,2026-01-04 23:38:45
0.06,3.18,6.5,83.5,NOISE_POLLUTED,2,2026-01-04 22:38:55
0.34,1.6,818.8,88.7,BOTH_POLLUTED,3,2026-01-04 16:29:03
0.22,4.1,11.9,58.8,SAFE,0,2026-01-04 23:18:22
0.49,8.52,16.8,49.8,SAFE,0,2026-01-04 22:52:18
3.38,1.53,26.9,94.3,BOTH_POLLUTED,3,2026-01-04 22:40:20
0.44,3.18,392.3,88.8,BOTH_POLLUTED,3,2026-01-04 22:36:59
0.05,3.11,15.2,75.3,NOISE_POLLUTED,2,2026-01-04 22:34:32
0.07,2.6,1.6,32.5,VERY_CLEAN,0,2026-01-04 22:38:54
0.06,3.21,1.8,30.3,VERY_CLEAN,0,2026-01-04 23:18:58
0.48,8.33,20.0,58.2,SAFE,0,2026-01-04 23:08:43
0.08,3.77,0.2,38.3,VERY_CLEAN,0,2026-01-04 23:20:52
0.05,2.31,0.3,30.4,VERY_CLEAN,0,2026-01-04 23:31:21
0.08,3.36,0.1,33.5,VERY_CLEAN,0,2026-01-04 23:03:09
0.04,2.92,768.0,38.0,AIR_POLLUTED,0,2026-01-04 15:29:01
0.06,2.73,25.3,93.1,NOISE_POLLUTED,2,2026-01-04 22:43:16
0.28,5.26,26.7,63.6,SAFE,0,2026-01-04 23:09:31
0.18,35.83,7.8,78.9,BOTH_POLLUTED,3,2026-01-04 16:42:38
0.06,2.63,0.3,36.0,VERY_CLEAN,0,2026-01-04 23:40:51
0.04,2.8200000000000003,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:57
0.06,2.51,12.0,80.7,NOISE_POLLUTED,2,2026-01-04 22:58:43
0.06,3.22,22.0,83.2,NOISE_POLLUTED,2,2026-01-04 22:56:15
3.71,3.42,24.6,94.3,BOTH_POLLUTED,3,2026-01-04 16:14:29
2.63,3.43,14.5,85.7,BOTH_POLLUTED,3,2026-01-04 16:37:47
0.03,2.33,6.1,88.0,NOISE_POLLUTED,2,2026-01-04 23:01:15
0.03,2.91,27.2,89.7,NOISE_POLLUTED,2,2026-01-04 22:44:59
0.23,8.84,11.2,60.4,SAFE,0,2026-01-04 23:17:32
0.05,3.2,23.9,78.7,NOISE_POLLUTED,2,2026-01-04 22:46:55
0.01,2.71,1.8,36.7,VERY_CLEAN,0,2026-01-04 23:19:04
0.33,8.61,13.6,50.0,SAFE,0,2026-01-04 23:29:21
0.27,2.2,711.3,80.6,BOTH_POLLUTED,3,2026-01-04 23:00:23
0.25,7.15,12.9,60.9,SAFE,0,2026-01-04 23:13:25
0.06,3.09,0.9,36.8,VERY_CLEAN,0,2026-01-04 22:42:46
0.07,3.36,19.3,78.4,NOISE_POLLUTED,2,2026-01-04 22:31:48
0.42,4.39,409.5,86.5,BOTH_POLLUTED,3,2026-01-04 22:36:19
0.32,1.86,707.4,81.9,BOTH_POLLUTED,3,2026-01-04 16:02:30
0.37,3.7,452.1,79.9,BOTH_POLLUTED,3,2026-01-04 16:08:34
3.98,2.98,7.1,88.7,BOTH_POLLUTED,3,2026-01-04 22:30:58
0.04,2.61,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:24:30
0.08,2.31,14.1,92.3,NOISE_POLLUTED,2,2026-01-04 22:54:53
0.13,33.61,4.3,77.5,BOTH_POLLUTED,3,2026-01-04 16:39:12
0.11,19.02,1.8,78.5,BOTH_POLLUTED,3,2026-01-04 16:18:21
0.03,3.59,1.1,37.9,VERY_CLEAN,0,2026-01-04 22:54:07
0.02,18.08,18.3,92.4,BOTH_POLLUTED,3,2026-01-04 22:58:48
0.11,3.95,151.0,82.6,BOTH_POLLUTED,3,2026-01-04 16:27:23
0.46,5.57,26.7,46.3,SAFE,0,2026-01-04 23:17:57
0.05,3.34,0.1,30.6,VERY_CLEAN,0,2026-01-04 23:00:33
0.41,3.74,273.7,83.3,BOTH_POLLUTED,3,2026-01-04 22:50:50
0.15,4.9,31.7,56.5,SAFE,0,2026-01-04 22:42:04
0.02,4.35,178.5,91.9,BOTH_POLLUTED,3,2026-01-04 16:13:33
2.84,3.67,20.7,92.1,BOTH_POLLUTED,3,2026-01-04 22:43:40
4.37,2.15,18.4,78.2,BOTH_POLLUTED,3,2026-01-04 16:05:52
0.04,2.81,28.1,83.0,NOISE_POLLUTED,2,2026-01-04 22:52:09
0.02,3.58,1.8,39.2,VERY_CLEAN,0,2026-01-04 23:41:48
0.05,3.32,0.9,37.0,VERY_CLEAN,0,2026-01-04 22:53:53
0.11,8.56,20.9,65.6,SAFE,0,2026-01-04 23:03:59
0.14,8.81,13.9,51.9,SAFE,0,2026-01-04 23:15:18
0.14,5.82,27.0,52.3,SAFE,0,2026-01-04 22:58:33
0.04,2.46,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:26:37
4.16,3.51,12.5,80.6,BOTH_POLLUTED,3,2026-01-04 22:29:36
0.36,5.28,32.4,45.4,SAFE,0,2026-01-04 23:14:43
0.07,2.87,0.6,30.5,VERY_CLEAN,0,2026-01-04 23:33:22
0.03,2.29,6.0,94.2,NOISE_POLLUTED,2,2026-01-04 22:44:38
0.23,7.45,25.3,58.7,SAFE,0,2026-01-04 23:18:06
0.24,5.44,33.9,50.5,SAFE,0,2026-01-04 22:44:36
0.06,2.48,0.3,37.9,VERY_CLEAN,0,2026-01-04 22:58:01
4.5,3.61,21.3,90.2,BOTH_POLLUTED,3,2026-01-04 16:30:45
0.48,3.03,658.8,93.5,BOTH_POLLUTED,3,2026-01-04 22:56:35
0.02,2.61,1.5,36.1,VERY_CLEAN,0,2026-01-04 23:08:35
0.04,2.7,2.0,32.8,VERY_CLEAN,0,2026-01-04 23:29:30
0.14,4.79,15.0,60.9,SAFE,0,2026-01-04 23:15:38
0.18,36.87,10.0,82.1,BOTH_POLLUTED,3,2026-01-04 16:44:49
0.01,3.07,1.6,31.4,VERY_CLEAN,0,2026-01-04 23:28:56
0.15,4.28,20.6,59.1,SAFE,0,2026-01-04 23:16:40
0.08,3.2,1.8,34.8,VERY_CLEAN,0,2026-01-04 22:56:38
0.08,3.47,1.4,39.6,VERY_CLEAN,0,2026-01-04 23:43:18
0.06,2.2,0.1,36.4,VERY_CLEAN,0,2026-01-04 23:11:16
0.46,4.82,26.6,46.8,SAFE,0,2026-01-04 22:42:33
0.04,2.87,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:00
0.13,4.28,12.8,46.7,SAFE,0,2026-01-04 23:24:55
4.31,2.14,8.2,87.4,BOTH_POLLUTED,3,2026-01-04 22:38:35
3.14,4.3,2.5,82.3,BOTH_POLLUTED,3,2026-01-04 22:55:40
0.04,12.75,0.0,38.0,AIR_POLLUTED,0,2026-01-04 17:03:43
3.11,2.24,23.4,81.0,BOTH_POLLUTED,3,2026-01-04 16:45:32
0.06,2.4,1.7,39.1,VERY_CLEAN,0,2026-01-04 23:36:48
0.28,17.43,3.9,78.0,BOTH_POLLUTED,3,2026-01-04 16:19:09
0.04,2.79,768.0,38.0,AIR_POLLUTED,0,2026-01-04 15:32:02
4.49,4.36,8.3,92.5,BOTH_POLLUTED,3,2026-01-04 22:48:20
0.04,2.77,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:31:37
0.23,2.01,273.9,82.7,BOTH_POLLUTED,3,2026-01-04 16:21:41
0.36,8.71,14.3,56.2,SAFE,0,2026-01-04 22:51:17
0.44,1.79,367.9,88.3,BOTH_POLLUTED,3,2026-01-04 16:20:10
0.28,22.62,11.4,87.3,BOTH_POLLUTED,3,2026-01-04 16:05:23
0.04,2.83,1.2,39.3,VERY_CLEAN,0,2026-01-04 23:30:30
0.48,4.51,34.9,61.7,SAFE,0,2026-01-04 23:12:19
0.03,2.6,0.7,35.1,VERY_CLEAN,0,2026-01-04 22:59:15
0.04,2.45,1.1,32.1,VERY_CLEAN,0,2026-01-04 23:20:38
0.03,3.88,0.2,36.9,VERY_CLEAN,0,2026-01-04 23:09:20
0.39,6.44,18.1,56.2,SAFE,0,2026-01-04 23:11:22
0.04,2.84,16.8,78.4,NOISE_POLLUTED,2,2026-01-04 23:03:13
0.06,3.69,1.2,36.0,VERY_CLEAN,0,2026-01-04 23:38:32
0.04,2.66,9.0,76.0,NOISE_POLLUTED,2,2026-01-04 22:49:43
0.03,3.29,22.1,80.7,NOISE_POLLUTED,2,2026-01-04 22:47:33
3.6,0.54,3.4,92.0,BOTH_POLLUTED,3,2026-01-04 16:00:56
0.21,4.02,18.4,45.6,SAFE,0,2026-01-04 23:03:24
0.34,3.89,249.9,78.5,BOTH_POLLUTED,3,2026-01-04 22:34:23
0.04,2.17,1.8,35.5,VERY_CLEAN,0,2026-01-04 23:37:28
3.52,2.33,11.5,94.4,BOTH_POLLUTED,3,2026-01-04 16:19:47
3.79,3.5,22.7,83.5,BOTH_POLLUTED,3,2026-01-04 16:38:29
0.02,3.22,1.8,39.3,VERY_CLEAN,0,2026-01-04 22:52:06
0.07,3.16,0.1,32.8,VERY_CLEAN,0,2026-01-04 23:40:19
0.26,5.76,30.2,49.5,SAFE,0,2026-01-04 22:59:02
0.06,3.2,2.0,37.9,VERY_CLEAN,0,2026-01-04 22:55:00
0.2,7.99,32.8,57.7,SAFE,0,2026-01-04 23:21:14
0.01,2.46,0.7,31.8,VERY_CLEAN,0,2026-01-04 23:32:02
0.18,54.23,12.1,94.1,BOTH_POLLUTED,3,2026-01-04 22:57:24
0.09,3.8,0.6,38.1,VERY_CLEAN,0,2026-01-04 22:50:26
2.53,2.45,27.2,88.0,BOTH_POLLUTED,3,2026-01-04 16:37:14
0.12,57.17,13.0,85.2,BOTH_POLLUTED,3,2026-01-04 16:13:12
0.01,1.18,887.5,87.3,BOTH_POLLUTED,3,2026-01-04 22:51:06
0.1,7.59,20.3,67.2,SAFE,0,2026-01-04 23:29:06
4.29,1.36,12.2,82.9,BOTH_POLLUTED,3,2026-01-04 16:14:15
0.02,3.44,0.1,37.4,VERY_CLEAN,0,2026-01-04 23:04:56
0.34,17.41,14.7,79.3,BOTH_POLLUTED,3,2026-01-04 16:36:11
0.08,52.76,23.2,88.7,BOTH_POLLUTED,3,2026-01-04 16:27:30
0.37,46.06,28.1,82.0,BOTH_POLLUTED,3,2026-01-04 22:43:07
0.36,5.57,22.4,56.0,SAFE,0,2026-01-04 22:59:48
2.96,4.42,9.9,91.8,BOTH_POLLUTED,3,2026-01-04 16:28:14
0.07,2.74,0.9,33.5,VERY_CLEAN,0,2026-01-04 22:39:42
4.3,2.94,6.5,82.9,BOTH_POLLUTED,3,2026-01-04 22:30:15
0.03,2.77,12.3,92.4,NOISE_POLLUTED,2,2026-01-04 23:03:26
0.02,2.91,1.5,33.5,VERY_CLEAN,0,2026-01-04 23:26:44
0.03,2.14,0.7,34.8,VERY_CLEAN,0,2026-01-04 22:51:54
0.05,2.4,2.0,36.5,VERY_CLEAN,0,2026-01-04 23:29:28
0.26,5.05,29.9,63.1,SAFE,0,2026-01-04 23:22:17
0.21,48.19,23.3,79.7,BOTH_POLLUTED,3,2026-01-04 16:34:12
0.11,18.94,14.7,77.2,BOTH_POLLUTED,3,2026-01-04 16:36:39
0.39,1.36,831.3,79.5,BOTH_POLLUTED,3,2026-01-04 16:22:41
4.66,4.78,23.6,75.5,BOTH_POLLUTED,3,2026-01-04 16:09:59
0.02,31.74,17.7,86.8,BOTH_POLLUTED,3,2026-01-04 16:17:26
3.65,2.66,22.1,92.9,BOTH_POLLUTED,3,2026-01-04 22:45:01
0.08,2.75,13.3,87.0,NOISE_POLLUTED,2,2026-01-04 22:42:19
0.02,3.41,1.7,32.9,VERY_CLEAN,0,2026-01-04 23:35:23
0.08,2.04,1.9,34.7,VERY_CLEAN,0,2026-01-04 22:58:44
0.23,3.51,883.8,86.6,BOTH_POLLUTED,3,2026-01-04 16:47:34
0.08,2.09,20.3,94.5,NOISE_POLLUTED,2,2026-01-04 22:49:53
0.05,2.76,1.5,34.2,VERY_CLEAN,0,2026-01-04 22:37:21
0.05,3.86,0.7,39.2,VERY_CLEAN,0,2026-01-04 23:06:41
0.03,2.79,27.9,88.9,NOISE_POLLUTED,2,2026-01-04 22:49:41
0.06,2.05,6.4,88.6,NOISE_POLLUTED,2,2026-01-04 22:59:16
2.05,2.22,27.0,94.1,BOTH_POLLUTED,3,2026-01-04 16:04:43
0.08,3.18,0.7,36.9,VERY_CLEAN,0,2026-01-04 22:55:58
0.5,5.12,19.5,60.3,SAFE,0,2026-01-04 22:50:15
0.22,32.57,19.1,76.9,BOTH_POLLUTED,3,2026-01-04 22:35:29
0.16,7.65,26.7,61.6,SAFE,0,2026-01-04 22:47:53
0.05,3.31,0.2,39.9,VERY_CLEAN,0,2026-01-04 22:50:11
0.25,4.01,17.9,61.9,SAFE,0,2026-01-04 22:55:09
0.41,31.34,26.4,93.6,BOTH_POLLUTED,3,2026-01-04 16:23:35
0.07,3.0,0.9,36.2,VERY_CLEAN,0,2026-01-04 22:58:29
0.06,2.2,22.0,77.3,NOISE_POLLUTED,2,2026-01-04 22:43:25
0.04,2.9,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:25:53
0.04,3.44,0.5,37.3,VERY_CLEAN,0,2026-01-04 23:31:06
0.37,8.73,34.2,60.2,SAFE,0,2026-01-04 23:04:25
0.02,27.75,15.5,89.1,BOTH_POLLUTED,3,2026-01-04 16:40:29
0.05,2.51,1.3,39.8,VERY_CLEAN,0,2026-01-04 22:46:18
0.04,2.8200000000000003,768.0,38.0,AIR_POLLUTED,0,2026-01-04 15:35:01
4.23,1.61,10.9,81.3,BOTH_POLLUTED,3,2026-01-04 23:02:41
0.11,42.01,22.4,87.3,BOTH_POLLUTED,3,2026-01-04 16:16:24
0.03,3.5,0.0,38.8,VERY_CLEAN,0,2026-01-04 22:50:50
0.25,6.21,26.5,63.5,SAFE,0,2026-01-04 23:08:03
0.46,5.04,14.0,49.3,SAFE,0,2026-01-04 23:13:28
0.2,5.65,16.1,48.3,SAFE,0,2026-01-04 23:16:20
0.35,6.08,33.0,54.9,SAFE,0,2026-01-04 22:44:10
0.07,2.46,16.5,93.4,NOISE_POLLUTED,2,2026-01-04 23:00:17
0.05,3.04,19.1,78.1,NOISE_POLLUTED,2,2026-01-04 22:50:12
0.18,5.22,29.6,58.1,SAFE,0,2026-01-04 23:16:56
4.34,2.3,2.4,94.1,BOTH_POLLUTED,3,2026-01-04 16:38:58
0.08,3.0,1.8,31.0,VERY_CLEAN,0,2026-01-04 23:30:26
0.05,2.59,5.8,79.0,NOISE_POLLUTED,2,2026-01-04 22:39:23
0.05,2.38,8.1,93.7,NOISE_POLLUTED,2,2026-01-04 22:57:14
4.75,0.99,15.1,75.3,BOTH_POLLUTED,3,2026-01-04 22:39:47
0.49,4.63,28.1,53.2,SAFE,0,2026-01-04 22:42:09
0.03,2.79,1.6,39.1,VERY_CLEAN,0,2026-01-04 22:59:00
0.48,4.3,171.0,85.2,BOTH_POLLUTED,3,2026-01-04 22:54:40
0.07,2.45,0.1,39.5,VERY_CLEAN,0,2026-01-04 22:56:33
0.03,2.83,0.6,35.2,VERY_CLEAN,0,2026-01-04 22:51:05
0.06,3.85,1.0,38.6,VERY_CLEAN,0,2026-01-04 23:22:00
0.42,4.4,21.5,50.1,SAFE,0,2026-01-04 23:15:26
2.11,1.49,1.1,90.7,BOTH_POLLUTED,3,2026-01-04 16:46:11
0.41,7.22,32.8,59.7,SAFE,0,2026-01-04 22:45:21
0.28,6.9,21.1,60.1,SAFE,0,2026-01-04 22:45:30
3.15,2.46,19.2,75.2,BOTH_POLLUTED,3,2026-01-04 16:28:24
3.16,2.98,0.9,91.7,BOTH_POLLUTED,3,2026-01-04 22:58:22
0.05,3.52,0.9,31.9,VERY_CLEAN,0,2026-01-04 22:52:55
0.07,3.0,26.8,76.1,NOISE_POLLUTED,2,2026-01-04 22:36:00
0.4,7.51,21.8,56.8,SAFE,0,2026-01-04 23:18:42
0.04,3.4,21.1,77.0,NOISE_POLLUTED,2,2026-01-04 22:47:55
0.09,3.22,0.9,32.1,VERY_CLEAN,0,2026-01-04 23:26:24
0.43,4.17,25.5,62.2,SAFE,0,2026-01-04 22:48:23
0.18,2.54,611.9,88.4,BOTH_POLLUTED,3,2026-01-04 22:35:08
3.39,4.74,9.5,90.7,BOTH_POLLUTED,3,2026-01-04 16:38:32
0.02,3.67,1.1,38.1,VERY_CLEAN,0,2026-01-04 22:51:56
0.01,2.8,0.4,38.6,VERY_CLEAN,0,2026-01-04 22:43:05
0.04,3.47,19.7,75.2,NOISE_POLLUTED,2,2026-01-04 22:50:41
0.46,1.09,477.7,86.5,BOTH_POLLUTED,3,2026-01-04 22:59:29
0.04,2.51,767.0,38.0,AIR_POLLUTED,0,2026-01-04 15:22:10
0.02,2.8,1.1,39.7,VERY_CLEAN,0,2026-01-04 23:37:51
